block_id,pali_token,english_rendering,clause_index,method,source_snippet,english_snippet
1-170,eko,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,phasso,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,hoti,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,ekaṃ,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,dhammāyatanaṃ,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,hoti,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,ekā,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,dhammadhātu,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,hoti,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,ye,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,vā,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,pana,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,tasmiṃ,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,samaye,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,aññepi,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,atthi,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,paṭiccasamuppannā,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,arūpino,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,dhammā,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,ime,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,dhammā,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-170,kusalā,,0,pali_only,170. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti vitakkavicārānaṃ vūpasamā…pe… tatiyaṃ jhānaṃ up...,"The Third, Fourth, and Fifth Jhānas. [These are identical in formulation with the Second, Third, and Fourth Jhānas of..."
1-171,Katamo,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,tasmiṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,samaye,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,saṅkhārakkhandho,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,hoti,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,Phasso,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,cetanā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,pīti,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,cittassekaggatā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,saddhindriyaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,vīriyindriyaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,satindriyaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,samādhindriyaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,paññindriyaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,jīvitindriyaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,sammādiṭṭhi,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,sammāvāyāmo,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,paggāho,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,avikkhepo,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,ye,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,vā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,pana,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,tasmiṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,samaye,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,aññepi,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,atthi,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,paṭiccasamuppannā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,arūpino,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,dhammā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,ṭhapetvā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,vedanākkhandhaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,ṭhapetvā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,saññākkhandhaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,ṭhapetvā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,viññāṇakkhandhaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,ayaṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,tasmiṃ,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,samaye,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,saṅkhārakkhandho,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,hoti,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,ime,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,dhammā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-171,kusalā,,0,pali_only,171. Katamo tasmiṃ samaye saṅkhārakkhandho hoti? Phasso cetanā pīti cittassekaggatā saddhindriyaṃ vīriyindriyaṃ satin...,-
1-172,Katame,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,dhammā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,kusalā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,Yasmiṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,samaye,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,rūpūpapattiyā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,maggaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,bhāveti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,pītiyā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,ca,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,virāgā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,catutthaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,jhānaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,upasampajja,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,viharati,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,pathavīkasiṇaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,tasmiṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,samaye,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,phasso,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,vedanā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,saññā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,cetanā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,cittaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,sukhaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,cittassekaggatā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,saddhindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,vīriyindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,satindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,samādhindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,paññindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,manindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,somanassindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,jīvitindriyaṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,sammādiṭṭhi,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,sammāvāyāmo,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,paggāho,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,avikkhepo,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,hoti,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,ye,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,vā,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,pana,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,tasmiṃ,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,samaye,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
1-172,aññepi,,0,pali_only,172. Katame dhammā kusalā? Yasmiṃ samaye rūpūpapattiyā maggaṃ bhāveti pītiyā ca virāgā…pe… catutthaṃ jhānaṃ upasampaj...,-
